FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel,NumberOfEngines
"SS 2010","E.R Borneo","Hyundai Heavy","Hyundai Heavy Industries Co., Ltd","Nord Capital","Korea","28 October 2010","333m","16.2knots","9507518","162,625gt","10","363,843tonnes","Aalborg Industries","MAN B&W 7S 80 ME-8","1"
"SS 2010","Eser K","Hanjin Heavy Industry, Subic Shipyard","HHIC","Kaptanoglu","Korea","3 March 2010","292m","15.4knots","9431381","93,186gt","1","","Kangrim Industries Co., Ltd","Hyundai-MAN B&W 6S70MC-C (MK7)","1"
"SS 2010","Deepwater Champion","Hyundai Heavy Industries Co., Ltd","Gusto and Hyundai Heavy","Transocean/Exxon Mobile","The Netherlands/Korea","10 March 2010","250m","15knots","9471862","63,300gt","0","134,800tonnes","Aalborg","MAN B&W 6S60MC-C","1"
"SS 2010","Frisia Bonn","Hyundai Mipo","Rolls-Royce","Hartmann Schiffahrts","Korea","November 2010","229.22m","12knots","9470961","","1","","","",""
"SS 2010","GDF Suez Point Fortin","Koyo Dockyard co., Ltd","HHI-EMD","Los Halillos Shippping co., SA","Panama","11 March 2010","189.5m","21knots","9375721","21,842gt","2","","Kangrim","8S60ME-C7","1"
"SS 2010","Giewont","New Times Shipbuilding","SDARI Shanghai","Fiona One Shipping Ltd","China","16 February 2010","289.93m","19.5knots (80.4%MCR output)","9452593","101,129gt","2","","Kawasaki Heavy Industries Ltd. (Reduction gear is included in main turbine set.)","Kawasaki UA – 400 type cross compound impulse steam turbine with double reduction gear","1 set"
"SS 2010","Glenda Meredith","Hyundai Mipo Dockyard Co., Ltd","Hyundai Mipo Dockyard Co., Ltd","Glenda International","Korea","7 January 2010","229.00m","14.28knots","9494668","43.506gt","0","93.377tonnes","Aalborg Industries","Hyundai-MAN B&W 7S50MC-C7","1"
"SS 2010","Global Sea","Jiangsu GangHua Shipyard","HHI-EMD","North Sea Tanker","","29 January 2010","183.17m","14.8knots","9427433","29,130gt","0","","Kangrim","6S50MC-C7","1"
"SS 2010","Grande Marocco","Hyundai Mipo Dockyard., Ltd","Hyundai Mipo Dockyard Co., Ltd","Industria Armamento","Korea rep","07 June 2010","112.7m","13.5knots","9437907","5424gt","1","10,971tonnes","ZF","8L21-31","2"
"SS 2010","Habip Bayrak","Çeksan Gemi Insa Çelik","Admarin Denizcilik","Coral Tankers","Turkey","29 April 2010","211.3m","20.9knots","","47,635tonnes","1","","Kangrim","8S60MC-C","1"
"SS 2010","Hanjin Korea","Samsung Heavy","Samsung Heavy","J.O.Q. Shipping S.A/ Hanjin Shipping Co., Ltd","Korea","March 2010","123.25m","14knots","9408853","5684gt","0","11,581tonnes","Wartsila","8L32","1"
"SS 2010","Jeyhun","Krasnoye Sormovo Shipyard","Volgo-Caspian Design Bureau","The State Service of","Russia","2 July 2010","349.7m","25.1knots","9592202","113,400gt","0","155,900tonnes","Kangrim","12RT-flex96C","1"
"SS 2010","JRS Mekur","Penglai Bohai Shipyard Co., Ltd","ABH. Ingenieur-Technik GmbH","C.V. Scheepvaartonderneming","Germany","22 October 2010","141.5m","10knots","9349435","4792gt","0","9677tonnes","Aalborg","6L20","2"
"SS 2010","Le Boreal","Fincantieri","MacGregor Oy","Compagnie Du Ponant","France","5 February 2010","107.8m","13knots","9502506","6668gt","1","12,842tonnes","Renk Aktiengesellschaft, 48432 Rhein","MaK 8M 32 C","1"
"SS 2010","Maule","CSBC Corporation, Taiwan Kaohsiung shipyard","CSBC Corporation, Taiwan","Compania SudAmericana de Vapores S.A","","03 May 2010","142.1m","16knots","9400069","10,944gt","4","7435tonnes","Ansaldo","8L20","4"
"SS 2010","Methane Julia Louise","Samsung Heavy","Samsung Heavy","BG LNG services","Republic of Korea","April 2010","305.60m","","9412880","75,752gt","3","","Kangrim industries Co., Ltd","10RT-flex96C","1"
"SS 2010","Miedwie","Nantong Mingde Heavy","Shanghai Merchant Ship Design and Research Institute, CSSC","Erato One Shipping Ltd/ Polska Zegluga Morska","China","19 April 2010-10-27","291.06m","19.75knots","9393448","109,004gt","3","119,094tonnes (at Tsummer)","Converteam","3 x 12V50DF 1 x 6L50DF","4"
"SS 2010","Morning Air","Nakatani Shipbuilding Co., Ltd","Nakatani Shipbuilding Co., Ltd","Trio Happiness S.A","Japan","22 March 2010","190.00m","","9523794","20,480gt","2","39,174tonnes","Greens Shazhou","6RTA48T-B","1"
"SS 2010","Moskovsky Prospect","Hyundai Samho Heavy","Hyundai Samho Heavy","Sovcomflot","Republic of Korea","28 January 2010","99.98m","13.5knots","9511521","4410gt","1","","Miura Protec Co., Ltd","Kawasaki B&W 5L35MC(MK6)","1"
"SS 2010","MSC Beryl","STX Offshore & Shipbuilding","STX Offshore &","Niki Shipping Co. Inc","Korea","13 September 2010","249.99m","15knots","9467392","62,504gt","0","135,100tonnes","Kangrim Heavy Industries","6S60MC-C8","1"
"SS 2010","Nieuw Amsterdam","Fincantieri","Fincantieri","Holland American Line","Italy","30 September 2010","365.80m","25.5knots","9378450","140,096gt","5","182,665tonnes","Kangrim","12K98MC-C7","1"
"SS 2010","Noble Globe Trotter","STX Offshore & Shipbuilding","12.5 x 4.3 14.5 x 2.0","Nobel Drilling Holding /Royal Dutch Shell","Korea","31 December 2010","285.3m","12knots","9540845","32950gt","","56,000tonnes","Rolls-Royce","M43C","2 x 8M43C 4 x 12M43C"
"SS 2010","Nord Delphinus","Shanghai Shipyard Co., Ltd","Shanghai Merchant Ship and","Norden Shipping (Singapore)/Dampskibsselskabet","China","05 January 2010","249.884m","15knots","9448023","63,864gt","3","134,376tonnes","MAN B&W","7S60MC-C Mk VII","1"
"SS 2010","Norwegian Epic","STX France SA, Saint-Nazaire Shipyard","Tillberg Design","Norwegian Cruise Line","Sweden","17 July 2010","329.45m","22.5knots","9410569","155,80gt","0","","Converteam","Type M43C","6"
"SS 2010","Ocean Garnet","Cosco (Dalian) shipyard Co., Ltd","SDARI","Nobel Group/Fleet","China","15th January 2010","229.20m","14.35knots","9477244","51,209gt","3","108,709tonnes","MAN B&W","6S60MC6","1"
"SS 2010","Oleg Strashnov","IHC Merwede B.V","Gusto MSC / IHC Merwede B.V","Seaway Heavy Lifting","Hardinxveld-Giessendam, The Netherlands","Q3 2010","182.85m","14.41knots","9452701","","1","","","",""
"SS 2010","Queen Elizabeth","Fincantieri Cantieri","Fincantieri","Cunard","Italy","30 September 2010","293.84m","22.30knots","9477438","90,901gt","1","47,263tonnes","Caterpillar Motoren GmbH","4 x D/E MaK 12 M43C 2 x D/E MaK 8 M43C","4 + 2"
"SS 2010","Rolldock Sun","Larsen & Toubro","RollDock","RollDock Shipping BV","The Netherlands","07 January 2010","142.55m","18knots","9393981","12,802gt","","14,000tonnes","Wartsila","W9L32","2"
"SS 2010","Saipem 1200","Samsung Heavy Industries, Co. Ltd","Samsung Heavy Industries","Saipem","South Korea","20 April 2010","227.813m","11.5knots","9437359","","0","96,400tonnes","Rolls-Royce","16V32/40","6"
"SS 2010","Seven Atlantic","IHC Offshore & Marine B.V","IHC Offshore & Marine B.V","Subsea 7","The Netherlands","29 January 2010","144.97m","13.6knots","9419125","17,496tonnes","0","","Wartsila","7L32","6"
"SS 2010","Skandi Aker","STX Norway, Søviknes yard","STX Norway Offshore Design – OSCV 06L","DOFCON AS/ Aker","Norway","07 January 2010","156.90m","17.4knots","9387229","6942gt","2","22,820m3","","",""
"SS 2010","Stena Hollandica","Nordic Yards","Nordic Yards","Stena Line","Germany","16 May 2010","240.00m","22knots","9145176","64,000gt","","","MAN","MAN48/60","4"
"SS 2010","STX Changxing Rose","STX Dalian Shipbuilding","STX Offshore & Shipbuilding","STX Pan Ocean Co., Ltd","Korea","30 June 2010","199.10m","19.87knots","9419747","60,396gt","0","42,759tonnes","MAN Diesel & Turbo","","1"
"SS 2010","Thalassini Axia","SPP Shipbulding Co., Ltd","Korea Maritime Consultants (KOMAC)","Enesel S.A","South Korea","24 March 2010","196.00m","14.6 knots","9452490","34,318gt","3","69,919.8tonnes (at Scantling)","MAN DIESEL","6S50MC-C (Mark8)","1"
"SS 2010","Western Carrier","Zhenjiang Zhenyu","ABH Ingenieur-technik GmbH","W.Bockstiegel GmbH & Co. Reederei KG MS","Germany","","107.00m","13knots","9366122","6250gt","2","","Caterpillar Marine Asia Pacific","MAK","1"
"SS 2010","Yamatai","Mitsubishi Heavy","4.50m","Iolcos Hellenic Maritime","China","9 April 2010","162.0m","13.25knots","9423293","14538","0","","Daihatsu","6DKM-36","2"
"SS 2010","Vox Máxima","IHC Dredgers B.V","IHC Dredgers B.V","Van Oord NV","Kinderdijk/The Netherlands","26 January 2010","229m","15.5knots","9454096","47,984gt","0","","Aalborg","6RT 58T-B","1"
