FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel,NumberOfEngines
"SS 2010","Abdelkader","Hyundai Heavy","","Mitsui OSK Lines (MOL)","Korea","27 February 2010","298m","19.6knots","9360922","114,200gt","1","","Tri-fuel diesel electric","2 x 12V50DF 2 x 9L50DF","4"
"SS 2010","Abel Matutes","H J Barreras","","Eurolineas Maritimas, S.A (Balearia)","Spain","","190.00m","","9441130","","","","","",""
"SS 2010","Aramon","SSP Plant &","South Korea","Roxana","Greece","May 2010","187.00m","21.40knots","9440485","","0","","Aalborg","9M43C","2"
"SS 2010","Barcelona Knutsen","Daewoo Shipbuilding &","DSME","Knutsen OAS Shipping","Norway","January 2010","229.111m","16knots","9401295","42,225gt","0","88,436tonnes (scantling)","Aalborg Industries","6S60MC-C MK7","1"
"SS 2010","Bunga Bakawali","SLS Shipbuilding Co., Ltd","SLS Shipbuilding Co., Ltd","MISC Berhad","The Republic of Korea","10 February 2010","290.0m","19.5knots","","110,920gt","2","131,72tonnes","Kawasaki Heavy Industries Ltd","12V50DF x 3 sets 9L50DF x 1 set","4 sets"
"SS 2010","Cap Ines","Daewoo Shipbuilding & Marine Engineering Co., Ltd","Daewoo Shipbuilding & Marine Engineering Co., Ltd","Peaked Hill Limited","Korea","16 March 2010","183m","15knots","9484546","29,124gt","0","56,611tonnes","Kangrim","6S50MC-C7","1"
"SS 2010","Castillo De Santisteban","STX Offshore &","STX Offshore &","Empresa Naviera Elcano SA","Korea","27 January 2010","264.32m","22.5knots","9433717","47,877gt","0","76,900tonnes","Kangrim","MAN B&W 8K90MC-C6","1"
"SS 2010","Cosco Wuyishan","Fujian Mawei Shipbuilding Ltd","Shanghai Merchant Ship","Cosco Far-Reaching","China","","199.90m","20.42knots","9418303","111,665gt","0","128,987tonnes","Kawasaki","M2H-400/85","1"
"SS 2010","CSB Fortune","CSSC Guangzhou Longzue","Shanghai Merchant Ship","China Shipping development Co., Ltd","China","19 January 2010","177.50m","13.7knots","9431226","19,993gt","","37,966tonnes","Saake GmbH","6UEC43LSII","1"
"SS 2010","Dar Salwa","Daewoo Shipbuilding & Marine Engineering Co., Ltd","Daewoo Shipbuilding & Marine Engineering Co., Ltd","Kuwait Oil Tanker","Korea","5 February 2010","324.99m","15knots","9534779","116,396gt","0","","Green Shazhou","6S80MC-C7","1"
