FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel,NumberOfEngines
"SSS 2006","Alert","Remontowa SA","Burness Corlett & Partners","Trinity House","UK","10 April 2006","39.3m","17knots","","302tonnes","0","365tonnes","Caterpillar Diesels","50 XF5/4","2"
"SSS 2006","Arrow","VT Halmatic Ltd","Camarc Ltd","Falmouth Harbour","UK","November 2006","16.95m","23.7knots at full power","","","1","26.20tonnes","Scania","DI 16M-EMS","2"
"SSS 2006","Axebow 101; Axebow 102","Damen Shipyards","Damen Shipyards","Ocean Team","Mexico","September 2006","33.57m","","","","0","","Caterpillar","C32 B","3"
"SSS 2006","Bergen Star","RMK Marine","Rolls-Royce","Haugland Tankers","Norway","August 2006","89.99m","15knots","","3600gt","0","6500tonnes","Bergen","33LGA","2"
"SSS 2006","Bourbon Orca","Ulstein Verft AS","Ulstein Design AS","Bourbon Offshore Norway","Norway","2006","86.2m","17.1knots","","4089gt","0","","","","4"
"SSS 2006","Cap Sigli","UNV","UNV","Algerian port authority of","Algeria","December 2005","29.50m","","","369gt","0","","MaK","6M20","2"
"SSS 2006","Celtic Amara","Safehaven Marine","Frank Kowalski","Bob Morris","UK","20 September 2006","11.73m","27knots","","","0","7500kg","Caterpillar","C9","1"
"SSS 2006","Chelsea","Ecocats Limited","John Bate/Miles Pinchin/ Derick Reynolds","Port of London Authority","UK","24 October 2006","10.65m (including outboard engines)","18knots","","","1","3.9tonnes, fully equipped","Yanmar","D36 Diesel outboard motors","2"
"SSS 2006","Florence Mkhize (previously","Eraco Boat Builders","Eraco Boat Builders","Marine and Coastal","South Africa","May 2006","13.31m","65knots","","8.6tonnes","0","7.8tonnes","Seatek","820 plus","2"
"SSS 2006","FS Camille","Yardimici Shipyard","Delta Marine Co","Fouquet Sacop Maritime/ Eitzen Group","Turkey","2006","79.90m","11knots at 85% MCR","","2747tonnes","0","5668tonnes","Wärtsilä","6L20","2"
"SSS 2006","Gavea I","Rodriquez Cantieri Navali do","Rodriquez Cantieri Navali","Barcas SA","Brazil","7 July 2006","51.50m","","","","1","325tonnes","MTU","16V 2000 M70","2"
"SSS 2006","Gleann Mor","Safehaven Marine","Frank Kowalski","Port of Cork","Ireland","1 April 2006","13.10m","23knots","","","0","18,000kg","Volvo","D12","2"
"SSS 2006","Gold Express & Silver","Austal","Austal","L'Express des Iles SA","Guadeloupe","November 2005","45.24m","","","","1","","MTU","16V 396 TE74L","4"
"SSS 2006","HMS Clyde","VT Shipbuilding","-","VT Shipbuilding/ UK Ministry of Defence","UK","October 2006","81.5m","","","","0","","Rushton Marine Diesels","12V RK270","2"
"SSS 2006","James Cook","Flekkefjord Slipp &","Skipstenknisk AS","The Natural Environment","UK","31 August 2006","89.20m","12knots","","5400gt","Nil","","Wärtsilä AS","9L20","2"
"SSS 2006","Mermaid Investigator","Cheoy Lee Shipyards","International Maritime","Mermaid Marine","Australia","March 2006","54.00m","12knots","","1265gt","-","1730tonnes (fully loaded)","Caterpillar","3512B","2"
"SSS 2006","Milenium Tres","Incat","Revolution Design","Acciona Trasmediterránea","Spain","September 2006","97.22m","","","","12","","MAN B&W","16RK280 diesel","4"
"SSS 2006","Nakilat VI","Arab Shipbuilding and","Henderson International, Dubai","Kuwait Oil Tanker Co","Kuwait","6th November 2006","35.00m","12.5knots","","377gt","Nil","566.73tonnes","Cummins","KTA 50M2","2"
"SSS 2006","NB543","Dockstavarvet","Petter Håkansson Marine","Mexican Navy","Mexico","June 2006","11.4m","","","","1","8tonnes","Volvo Penta","D9","2"
"SSS 2006","NLV Pharos","Remontowa SA","Remontowa SA","Williams & Glyn's Leasing","UK","3 December 2006","84.20m","12.50knots","","3569tonnes","-","","Wärtsilä","","3, 2"
"SSS 2006","Offshore Provider","South Boats Special","South Boats Special Projects Ltd","Offshore Wind Power","UK","May 2006","15m","","","","1","20,000kg","Scania","DI12 65M","2"
"SSS 2006","OISS Patroller","Alnmaritec","Alnmaritec","Oil International","-","8 March 2006","9.15m","26knots","","N/A","6","N/A","Cummins","6BT5.9","2"
"SSS 2006","Olympic Octopus","Aker Yards Søviknes","Rolls-Royce UT-Design","Olympic Shipping, Fosnavåg, Norway","Norway","October 2006","78.3m","18knots","","approx 3050tonnes","Nil","","Rolls-Royce Bergen","40L12P","2"
"SSS 2006","Svitzer Al Safliya","Strategic Marine (S) Pte Ltd","Southerly Designs/Strategic","Svitzer Wijsmuller Halul LLC","Qatar","Mid-2006","31.00m","","","171gt","3","","Caterpillar","C32","2"
"SSS 2006","The Evans","SeaArk Marine, Inc","SeaArk Marine, Inc/C Raymond","US Army Corps of Engineers","USA","June 2006","12.80m","29.6knots","","N/A","","30,000llb","Cummins","QSC8.3M","2"
"SSS 2006","UP1000","Umoe Schat-Harding","Umoe Schat-Harding Boatbuilding (Qingdao) Co, Ltd","Umoe Schat-Harding","China","13 March 2006","10.19m","31knots","","5.9gt","1","5.05tonnes","Volvo","D3-160/DP","2"
"SSS 2006","WP 950","Westplast AS","Westplast AS/Sundal","PGS Geophysical","Norway","March 2006","9.5m","30knots","","","1","","Yanmar","6LYA-STP","2"
