FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel,NumberOfEngines
"SS 2007","Libertas","STX Shipbuilding Co Ltd ( (Jinhae yard) ), , Korea","STX Shipbuilding Co Ltd, , Korea","Atlantska Plovidba dd, , Croatia","","June2007","119.54m","14knots","","7292gt","","15,320tonnes","ZF","8M25","2"
"SS 2007","Maersk Semarang","Daewoo Shipbuilding and Marine Engineering Co Ltd ( (DSME) ), , Korea","DSME, , Korea","Santa Livia Offen Reederei/ /CP Ö Öffen, , Germany/ /AP Mö öller- -Maersk Group, , Denmark","","20August2007","225.00m","14.50knots","","40,914gt","","87,370tonnes","KangRim","7S50MC-C (Mk7)","1"
"SS 2007","Mirzaga Khalilov","Krasnoye Sormovo Shipyard, , Russia","Marine Engineering Bureau ( (MEB) ), , Ukraine","Paltrading- -1 Co Ltd, , Malta/ /Palmali Shipping Services, , Turkey","","16May2007Weregrethathedescriptionandtechnicalparticularspresentedforthisvesselarenotascompleteasusual","332.00m","25.40knots","","94,300gt","","140,300tonnes","","…………………12K98MC-C6","1"
"SS 2007","MOL Creation","Mitsubishi Heavy Industries Ltd ( (MHI) ), , Nagasaki yard, , Japan","Mitsubishi Heavy Industries Ltd, , Japan Modeltestestablishmentused: ...MHI Nagasaki R& &D Centre, , Japan","MOL Euro- -Orient Shipping SA / /Mitsui OSK Lines Ltd ( (MOL) ), , Japan","","11November2006","121.70m","","","4922gt","","","Mekanord","6R32LN","1"
"SS 2007","Natchan Rera","Incat Tasmania Pty Ltd, , Australia","Revolution Design Pty Ltd, , Australia","Higashi Nihon Ferry Co Ltd, , Japan","","29June2007","316.00m","25.25knots","","86,700gt","","","MHI","11RT-flex96C","……………………………1"
"SS 2007","Nordspring","STX Shipbuilding Co Ltd ( (Jinhae yard) ), , Korea","STX Shipbuilding Co Ltd, , Korea","Reederei ' 'Nord' ' Klaus E Oldendorff Ltd, , Cyprus","","August2007","112.60m","","","10,841gt","","","LiferaftSystemsAustralia","20V28/33D","4"
"SS 2007","OPDR Andalucia","Fujian Mawei Shipbuilding Ltd, , China","SDC Ship Design & & Consult GmbH ( (SDC) ), , Germany","OPDR Canarias SA, , Spain","","6July2007","246.80m","23.40knots","","","","","KangRim","9K80MC-CMk6","1"
"SS 2007","Orange Trident","Sanoyas Hishino Meisho Corp, , Japan","Sanoyas Hishino Meisho Corp, , Japan","Victoria Steamship Inc, , Panama/ /Naishin Senpaku KK, , Japan","","15May2007","145.00m","16.40knots","","11,250gt","","","Renk","12M32C","1"
"SS 2007","Overseas Houston","Aker Philadelphia Shipyard Inc ( (APSI) ), , USA","Hyundai Mipo Dockyard Co Ltd, , ( (HMD) ), , Korea","American Shipping Corp ( (ASC) )/ / Overseas Shipholding Group Inc, , ( (OSG) ), , USA","","8June2007","225.00m","14.50knots","","14,662gt","","","OsakaBoilerMfg","7S50MC-C (de-rated)","1"
"SS 2007","Queen Victoria","Fincantieri Cantieri Navali Italiani ( (Marghera yard) ), , Italy","Fincantieri Cantieri Navali Italiani","Carnival Group USA/ / Cunard Line Ltd, , UK","","9February2007","183.20m","14.60knots","","29,240gt","","50,020tonnes","Aalborg","6S50MC","1"
"SS 2007","Ruiloba","Astillero Hijos de J Barreras SA, , Spain","Astillero Hijos de J Barreras SA, , Spain","Compañ ñí ía Trasatlantica Españ ñola SA, , Spain","","November2007","294.00m","21.70knots","","90,049gt","","47,250tonnes","-","4x16ZAV40S2x12ZAV40S","6"
"SS 2007","Sapura 3000","Sembawang Shipyard, , Singapore ( (hull fabricated in China) )","Sea of Solutions, , The Netherlands","Acergy SA, , UK, , and SapuraCrest Petroleum Bhd, , Malaysia ( (joint owners and operators) )","","20July2007","159.80m","18.7knots","","13,996gt","","24,378tonnes","Reintjes","9L46D","1"
"SS 2007","Saracena","Ç Çelik Tekne Shipyard, , Turkey","fullredundancyofengineroomequipment)","Mediterranea di Navigazione SpA, , Italy","","late2007","151.20m","8knots-10knots","","-","","","-","-","6"
"SS 2007","Seven Oceans","Merwede Shipyard ( (IHC Merwede Group) ), , The Netherlands","Merwede Shipyard, , The Netherlands","Subsea 7, , UK/ /Subsea 7 Vessel Management, , Norway","","November2007","156.20m","15knots","","14,650gt","","","ZF","6M32C","2"
"SS 2007","Sigas Margrethe","Sasaki Shipbuilding Co Ltd, , Japan","Huisman-ItrecMastcrane","Asuka Kisen Co Ltd, , Japan/ /Eitzen Gas A/ /S, , Denmark","","21July2007","157.30m","","","18,201gt","","","AalborgPipelayingequipment","7L32","6"
"SS 2007","Siteam Explorer","Shipyard Brodotrogir dd, , Croatia","Shipyard Brodotrogir dd, , Croatia","Eitzen Chemical ( (Singapore) ) Pte, , Singapore","","18August2006","99.98m","14knots","","4253gt","","7657tonnes","MiuraProtecCoLtd","6L35MCMk6","1"
"SS 2007","Star","Aker Yards Oy ( (Helsinki yard) ), , Finland","Aker Yards Oy, , Finland","Tallink Group, , Estonia","","18July2007","182.90m","","","26,751gt","","57,213tonnes","AalborgMission","6S50MC","1"
"SS 2007","Stena Drillmax","Samsung Heavy Industries Co Ltd, , Korea","Samsung Heavy Industries Co Ltd, , Korea/ /Grenland Group Technology AS, , Norway","Stena Drilling, , Sweden/ /Repsol, , Spain","","10April2007","186.00m","27knots","","36,250gt","","","Flender","12M43C","4"
"SS 2007","Stena Poseidon","Brodosplit Shipyard, , Croatia","Brodosplit Shipyard, , Croatia","Concordia Maritime AB, , Sweden and Neste Shipping Oy, , Finland/ /Stena Group, , Sweden","","December2007","approx229m","13.50knots","","-","","97,400tonnes","","",""
"SS 2007","Sun Arrows","Kawasaki Shipbuilding Corp, , Japan","Kawasaki Shipbuilding Corp, , Japan","Maple LNG Transport Inc, , Bahamas","","16January2007","228.60m","15.50knots","","42,800gt","","","Pusnes","6S60MC-C","1"
"SS 2007","Tembek","Samsung Heavy Industries Co Ltd, , ( (SHI) ), , Korea","Samsung Heavy Industries Co Ltd, , Korea","Overseas Shipholding Group ( (OSG) ), , USA","","9November2007","151.00m","18.10knots","","20,620gt","","","KawasakiHeavyIndustries","JMA-9922 (X-band); JMA-9932 (S-band);","1"
"SS 2007","Vasily Dinkov","Samsung Heavy Industries Co Ltd ( (SHI) ), , Korea","Samsung Heavy Industries Co Ltd, , Korea/ /Aker Arctic Technology, , Finland","OAO Sovcomflot, , Russia","","October2007","315.00m","19.50knots","","","","","KangRim","6S70ME-C","2"
"SS 2007","Wan Hai 601","China Shipbuilding Corp ( (CSBC) ), , Taiwan","China Shipbuilding Corp, , Taiwan","Wan Hai Lines Ltd, , Taiwan","","31December2007","258.00m","16knots","","approx50,00gt","","","","",""
"SS 2007","Yacht Express","Yantai Raffles Shipyard, , People' 's Republic of China","MacGregor","Dockwise Transport NV, , The Netherlands/ /Dockwise Yacht Transport, , USA","","July2007","276.20m","","","66,190gt","","","Aalborg","10RTA96C-B","1"
