FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel,NumberOfEngines
"SSS 2022","470Regina","FabbricaItaliana","FIM /FerragniProgetti","Conﬁdential","Italy","","15.1m","35knots","","","","17.5tonnes","QuickSpA","D8IPS800","2/3"
"SSS 2022","AquaHelix","DamenShipyardsGroup","105tonnes","OceanXpress","Netherlands","","73.65m","39knots","","1,267tonnes","","","DamenShipyardsGroup","HT900","7"
"SSS 2022","Asis8mWorkboatseries","AsisBoats","0.5m","Saipem","SaudiArabia","","7.84m","","","","","","AsisBoats","","0"
"SSS 2022","BlueRotterdam","DamenShipyardsGroup","1.5m","BlueAmigo","TheNetherlands","","29.6m","21.6knots","","","","","DamenShipyardsGroup","D- series","> 65"
"SSS 2022","ChaiJinda","SeacrestMarine","1.9m","RoyalThaiPolice","Thailand","","42m","35knots","","","","170tonnes","IncatCrowther","M30a.13","0"
"SSS 2022","EddaBreeze","GondánShipbuilders","5.4m","EddaWindAS","Norway","","89.3m","","","7,093tonnes","","6,650tonnes","SaltShipDesign","2xAMW-111- E50K31xMC- H100KN","accommodationfor97technicians"
"SSS 2022","Ekko","TucoYachtVærtt","0.96m","Kystdirektoratet(DanishCoastalAuthority)","Denmark","","15m","24knots","","10.6tonnes","","14.95tonnes","TucoYachtVærfi","custom- built","1xcrewcabin1xtechnicalroom"
"SSS 2022","Hunter","UltimateBoats","0.6m","PoliceScotland","UK","","11m","50knots","","4.5tonnes","","","JohnMoxham","DF325outboards","0"
"SSS 2022","Ikal","SunseekerInternational","1.38m","TBC","N /A","","29.85m","30knots","","187tonnes","","105.7tonnes","SunseekerInternational","V8GD24V","5"
"SSS 2022","Jaywun","FreireShipyard","4.2m","Environment","UAE","","47.1m","14.85knots","","1,250tonnes","","1,636tonnes","FreireShipyard","MAI- H/30/500-12(x2)/TR- H/12/1 /MO- H/30/2000- 8.18/MO- H/2x50/2000-11","16"
"SSS 2022","KaryaPaciﬁc2232","PT.KaryaTeknikUtama(KTU)","3m","PT.KaryaPaciﬁc","Indonesia","","27.1m","12.3knots","","245tonnes","","401.89tonnes","RobertAllanLtd","YXH- 500L","0"
"SSS 2022","KoreaPride","KangnamCorporation","1.8m","KoreaExpressFerry","SouthKorea","","72m","41knots","","","","507tonnes","IncatCrowther","S71- 4","0"
"SSS 2022","MEDEM","NSundinDockstavarvet","1.1m","Lotsbetriebsverein","Germany","","16.8m","21knots","","34tonnes","","34.5tonnes","NSundinDockstavarvet","C’ Foil","0"
"SSS 2022","MPAGuardian","PenguinShipyard","2.1m","MaritimeandPort","Singapore","","34.5m","27knots","","320tonnes","","205tonnes(scantling)","BMT","PK23500MB","12bunkslocatedaftofthewheelhouseontheupperdeckandarrangedincapsulescustom- designedbyyard"
"SSS 2022","Naviexpress1","ShiptecAG","1.6m","CGNSA,Lausanne(CH)","Switzerland","","61.7m","19.5knots","","","","422tonnes","ShiptecAG","VoithLinearJet1140","3(forcrew)"
"SSS 2022","Phoenix","BalticWorkboatsAS","1.1m","RomanianSearchand","Romania","","18.6m","> 35knots","","36tonnes","","34tonnes","BalticWorkboatsAS","350X","4berthsinaccommodation/crewareainhull"
"SSS 2022","PioneerofBelfast","ArtemisTechnologiesLtd","2.2m","ArtemisTechnologiesLtd","UK","","22.24m","21.35m","","","","46.4tonnes","VolvoPenta","D13","2"
"SSS 2022","ReefInspector","SeacatShipsCo,Ltd","SeaspeedDesignCo,Ltd","Undisclosed","Australia","","11.7m","","","35.65tonnes","","13.2tonnes","VolvoPenta(I/OSternDrive)","D3220","2"
"SSS 2022","SeaTaxi(class)","İ stanbulŞehírHatlari","İ stanbulŞehírHatlari","İ stanbulŞehírHatlari","Turkey","","30m","30knots(higherspeedscanbeachievedwithdifferentdrivetrain)","","","","100tonnes(approx.)","MTU","12v2000M72","2"
"SSS 2022","SeacatColumbia","DiverseMarine","BARTechnologies","Chartwell /Equinor","UK","","42m","14knots","","1,227tonnes","","1,888tonnes","AngloBelgian","12VDZC-166-1000","2"
"SSS 2022","SLMacaloe","UzmarShipyard","RobertAllanLtd","SmitLamnalco","Mozambique(Maputo)","","24.73m","12.3knots","","320tonnes","","540tonnes","Ramme","TW1400r_ L","2"
"SSS 2022","Sparky","DamenShipyardsGroup","DamenShipyardsGroup","PortsofAuckland","NewZealand","","16.2m","40knots +","","","","27tonnes","Scania","DI16076M","2"
"SSS 2022","Tanner/Errington","HyundaiMipoDockyard","CamarcDesign","UlsanICT","Korea","","34.5m","13knots","","642tonnes","","960tonnes(departport)","Yanmar","6EY26W","1"
"SSS 2022","VentureIV","MacduﬀShipyardsLimited(outﬁtting) /Finomar(hull)","MacduﬀShipyardsLimited & MacduﬀShipDesign","MarkLovie","UK","","65m","11.8knots","","","","1,040m3","ChongqingCummins","K19- DM","2"
